testcase_id,testcase_title,testcase_description,test_steps,expected_results,preconditions
435540,Flex Parts | Flex parts receive ZGS when OBT is linked to ECO containing Milestone,,"1. Login to PLATON with Valid Credentials
2. Create / Open an OBT in 'Working' Status
3. Create a Flex Part from the above mentioned OBT
4. Attach the above mentioned OBT to an ECO containing a milestone
5. Trigger 'Engineering' Workflow for the OBT
6. Flex Part receives ZGS and Effectivity from the OBT","1. Successful PLATON login
2. OBT opened / created in 'Working' Status
3. Flex Part Created successfully in 'Working' Status
4. OBT successfully attached to an ECO containing a Milestone. The OBT receives ZGS. Flex Part remains in 'Working' Status and does not receive any ZGS
5. The OBT is now in Engineering Status
6. Flex Part receives ZGS and Effectivity from the OBT",
435541,Flex Parts | Flex Part created from Released OBT gets milestone from OBT,,"1. Login to PLATON with Valid Credentials
2. Open a released part in PLATON
3. Open the 'Attachments' Tab -> Flexible Parts -> Add Flex Part
4. Set the Flex Part in Engineering:
5. Right Click on the Flex Part -> Open in new Window
6. Check under the 'Milestone' Section under the Overview Tab","1. Successful PLATON login
2. A Released OBT gets opened
3. A Flex Part gets created
4. Engineering Workflow gets triggered on the Flex Part
5. The Flex Part gets opened in a new window
6. The Flex Part gets the milestone from it's OBT",
435542,Flex Parts | Attaching standalone Flex Part to OBT,,"1. Login to PLATON with Valid Credentials
2. Open / Create a standalone Flex Part Revision. This can be done by one of two ways:
3. Open an OBT
4. Create a Flex Part from the above mentioned OBT
5. Revise the above mentioned Flex Part:
6. Method to ensure that a Flex Part is standalone:
7. Attach the flex part to the OBT Revision from which it was created.","1. Successful PLATON login
2. A Standalone (Orphan) Flex part is created
3. An OBT is opened
4. A Flex Part is created from the OBT
5. A new Flex Part revision is created. This flex part is standalone.
6. It is ensured that the Flex Part is Standalone. See example of standalone and non-standalone Flex Part attached.
7. The Flex Part is attached to the OBT and this replaces the older Revision. It shouldn't be possible to attach a standalone Flex Part to another OBT which has a different part number",
435543,Flex Parts | Attach Flex Part in Engineering to a working OBT and then set to Engineering,,"1. Login to PLATON with Valid Credentials
2. Open a Part / Assembly in 'Working' Status
3. Create a Standalone Flex Part from the OBT if not already present.
4. Attach the OBT to an ECO containing Milestone
5. Trigger 'Engineering Workflow' for the Flex Part
6. Attach the standalone Flex Part Revision (Now in status 'Engineering' to the OBT.
7. Perform 'Platon Validation' on the OBT and trigger Engineering Workflow.
8. The Flex Part receives Effectivity and ZGS.","1. Successful PLATON login
2. a Part / Assembly in 'Working' Status is opened
3. A Standalone Flex Part is available for our test purpose
4. OBT is attached to an ECO
5. Set the Flex Part to 'Engineering'.
6. The Standalone Flex Part (In Engineering) is attached to the OBT (Working). Note: Even after attaching to OBT, the flex part does not show Effectivity and ZGS.
7. The OBT is now in 'Engineering' Status
8. The Flex Part receives Effectivity and ZGS from the OBT",
435544,Flex Parts | Attach a Standalone Flex part (Working) to an OBT in Engineering,,"1. Login to PLATON with Valid Credentials
2. Open an OBT with a flex part in PLATON
3. In the following steps 4 - 6 we will create a 'Standalone Flex Part' in Working status
4. In this case, the Flex part is in 'Engineering' Status.
5. Open the new Revision 0002 of the Flex part which we just revised
6. Navigate to 'Where Used' Tab and look under 'References'
7. In this case, the OBT was in 'Released' Status.
8. Copy the standalone Flex Part
9. Go back to the OBT which is in Engineering Status and paste the Flex part under 'Attachments' -> Flexible Parts -> Paste.
10. The Flex Part is not standalone anymore.","1. Successful PLATON login
2. An OBT with a Flex part is open in PLATON
4. The Flex part gets Revised
5. The new revision is open
6. There is no reference to an OBT here as this is a Standalone Flex Part i.e. The Flex part is not linked to any OBT
7. Engineering Workflow gets triggered on the OBT an it is now in Engineering status after all PLATON Validations have passed
8. The Standalone Flex part is copied to Clipboard
9. The Standalone Flex part gets pasted here
10. The Flex part gets linked to the OBT in Engineering Status",
435545,Flex Parts | Attach standalone Flex Part (Engineering) to an OBT in Engineering,,"1. Login to PLATON with Valid Credentials
2. Open an OBT with a flex part in PLATON
3. In the following steps 4 - 6 we will create a 'Standalone Flex Part' in Working status and then set it to 'Engineering'
4. In this case, the Flex part is in 'Engineering' Status.
5. Open the new Revision 0002 of the Flex part which we just revised
6. Navigate to 'Where Used' Tab and look under 'References'
7. Set the Standalone Flex part to Engineering
8. Navigate to 'Overview' Tab of the standalone Flex Part
9. Copy the standalone Flex Part
10. Go back to the OBT which is in Engineering Status and paste the Flex part under 'Attachments' -> Flexible Parts -> Paste.
11. The Flex Part is not standalone anymore.","1. Successful PLATON login
2. An OBT with a Flex part is open in PLATON
4. The Flex part gets Revised
5. The new revision is open
6. There is no reference to an OBT here as this is a Standalone Flex Part i.e. The Flex part is not linked to any OBT
7. 'Engineering' Workflow gets triggered on the Standalone Flex part
8. The Standalone Flex part should now be in status 'Engineering'
9. The Standalone Flex part is copied to Clipboard
10. The Standalone Flex part gets pasted here
11. The Flex part (in Engineering) gets linked to the OBT in Engineering Status",
435546,Flex Parts | Detaching Flex part from OBT,,"1. Login to PLATON with Valid Credentials
2. TC Summary: It should not be possible to detach a Flex part from an OBT when both are in 'Released' Status. When Flex part & OBT both don't have 'Released' Status, it should be possible to detach the Flex Part from the OBT
3. Open an OBT in released status which also has a flex part in release status
4. Try to detach the flex part from the OBC by right clicking on flex part and by clicking on 'Cut' from the context menu.
5. Open an OBT in 'Engineering' Status with a linked Flex part in 'Engineering' Status
6. Under 'Attachments' Tab -> Flexible Parts Section, right click on Flex part and click on Cut
7. Open an OBT in 'Frozen' Status with a linked Flex part in 'Frozen' Status
8. Under 'Attachments' Tab -> Flexible Parts Section, right click on Flex part and click on Cut
9. Open an OBT in 'Working' Status with a linked Flex part in 'Working' Status
10. Under 'Attachments' Tab -> Flexible Parts Section, right click on Flex part and click on Cut","1. Successful PLATON login
3. OBT and Flex part (both released) are open in PLATON
4. It isn't possible to detach Flex part (released) from an OBT (released)
5. An OBT with Flex part (both in Engineering Status) are opened
6. The Flex Part gets detached from the OBT successfully
7. OBT and Flex part (both frozen) are open in PLATON
8. The Flex Part gets detached from the OBT successfully
9. An OBT with Flex part (both in Working Status) are opened
10. The Flex Part gets detached from the OBT successfully",
435547,Flex Parts | Detaching OBT (with Flex Part) from an ECO,,"1. Login to PLATON with Valid Credentials Group: TE Role: PDM-Author
2. Open an ECO in PLATON
3. Open a part with a Flex part attached. Create a flex part if not already present by navigating to 'Attachments' Tab -> Add Flex Part
4. Copy the part by clicking the copy icon
5. Attach the part to the ECO. Follow screenshots attached to perform this.
6. Set the part to Engineering","1. Successful PLATON login
2. An ECO is open in PLATON
3. A Part with a Flexible Part attached is open
4. The part gets copied to clipboard
5. The part (with flex part) gets attached to an ECO
6. The part is set to engineering,",
435548,Flex Parts | Detaching Flex part (released) from a released OBT should not work (?),,"1. Login to PLATON with Valid Credentials
2. Search for a released flex part with a released OBT i.e. A9603260378
3. Open the OBT and navigate to Attachments Flexible Parts
4. Rightclick the FP and cut it
5. Error message shows up, saying you cannot detach a released FP from its OBT","1. Successful PLATON login
2. Released FP is found
3. OBT is opened and Flex part is found in attachments
4. Flex Part cannot be cut
5. Error message shows up",
435655,PLATON | 2D CDI | Arrangement with PartNumber and DMU with Drawing Reference,,"1. Login to PLATON-NX with Valid Credentials Group: Role:
2. Open a File Explorer in PLATON and Add a new Arrangement to any Folder
3. Find and open an empty PartNumber
4. Add the new PartNumber to the Arrangement
5. Add to the Arrangement the Component Z53702402
6. Edit the PartNumber in Platon and add all required Properties, change Master Date Method to: fed title block
7. Open only the empty PartNumber in PLATON and load it to NX
8. Create a new Geometry under Assemblies ""New Component""
9. In NX create a 3D Geometry with Material and Check Assembly and Geo with Check Docufy CAx Quality Manager bring it to I.O. or Warning
10. Create a new Drawing File -> New -> Item -> Drawing -> Drawing Standard
11. Add a Base view , Insert a Frame and a Title Block with Check Docufy CAx Quality Manager bring it to I.O.
12. File -> Close All Parts
13. In PLATON change to Arrangement and Open it to NX
14. RMC to Z53702402 -> Select Assembly -> RMC -> Open -> Component fully
15. RMC to PartNumber -> Open Related Drawing
16. Create a Base View of A4710331601
17. Create a Base View of A4710330408
18. Create a Base View of Z53702402
19. Check Docufy CAx Quality Manager bring it to I.O. and close all Parts
20. In PLATON change to","1. Successful PLATON login
2. Empty Arrangement is created
3. File is open in Platon
4. PartNumber is under Arrangement
5. Component is also under Arrangemet
6. All Release Properties are added
7. PartNumber is open in NX
8. Geometry is created
9. Part and Geometry is saved in PLATON
10. Empty Drawing is open
11. Top View, Frame and Title block is created and saved in PLATON
12. All Parts are closed
13. Arrangement is open
14. All Components and JTs are loaded fully
15. Drawing of PartNumber is open
16. Reference View with Geo is created
17. Reference View with Geo is created
18. Reference View with complete Component is created
19. Everything is closed in NX",
